Time (ns),IMSI,SrcCellId,RNTI,TrgtCellId,Type,
201249890443,1,2,6,1,HANDOVER_TRIGGERED_ENB,
201249890604,1,2,6,1,HANDOVER_START_ENB,
201249890604,1,2,6,1,HANDOVER_START_UE,
201253214285,1,1,7,1,HANDOVER_OK_UE,
201253214484,1,1,7,1,HANDOVER_OK_ENB,
203620214285,1,2,7,2,CONNECTION_ESTABLISHED_UE,
203620214285,1,2,7,2,CONNECTION_ESTABLISHED_ENB,
204219688235,1,2,7,1,HANDOVER_TRIGGERED_ENB,
204219688396,1,2,7,1,HANDOVER_START_ENB,
204219688396,1,2,7,1,HANDOVER_START_UE,
204223214285,1,1,8,1,HANDOVER_OK_UE,
204223214484,1,1,8,1,HANDOVER_OK_ENB,
206660214285,1,2,8,2,CONNECTION_ESTABLISHED_UE,
206660214285,1,2,8,2,CONNECTION_ESTABLISHED_ENB,
207230122799,1,2,8,1,HANDOVER_TRIGGERED_ENB,
207230122960,1,2,8,1,HANDOVER_START_ENB,
207230122960,1,2,8,1,HANDOVER_START_UE,
207234214285,1,1,9,1,HANDOVER_OK_UE,
207234214484,1,1,9,1,HANDOVER_OK_ENB,
209620214285,1,2,9,2,CONNECTION_ESTABLISHED_UE,
209620214285,1,2,9,2,CONNECTION_ESTABLISHED_ENB,
210241656649,1,2,9,1,HANDOVER_TRIGGERED_ENB,
210241656810,1,2,9,1,HANDOVER_START_ENB,
210241656810,1,2,9,1,HANDOVER_START_UE,
210245214285,1,1,10,1,HANDOVER_OK_UE,
210245214484,1,1,10,1,HANDOVER_OK_ENB,
212660214285,1,2,10,2,CONNECTION_ESTABLISHED_UE,
212660214285,1,2,10,2,CONNECTION_ESTABLISHED_ENB,
213228988795,1,2,10,1,HANDOVER_TRIGGERED_ENB,
213228988956,1,2,10,1,HANDOVER_START_ENB,
213228988956,1,2,10,1,HANDOVER_START_UE,
213232214285,1,1,11,1,HANDOVER_OK_UE,
213232214484,1,1,11,1,HANDOVER_OK_ENB,
215620214285,1,2,11,2,CONNECTION_ESTABLISHED_UE,
215620214285,1,2,11,2,CONNECTION_ESTABLISHED_ENB,
216209892074,1,2,11,1,HANDOVER_TRIGGERED_ENB,
216209892235,1,2,11,1,HANDOVER_START_ENB,
216209892235,1,2,11,1,HANDOVER_START_UE,
216213214285,1,1,12,1,HANDOVER_OK_UE,
216213214484,1,1,12,1,HANDOVER_OK_ENB,
218660214285,1,2,12,2,CONNECTION_ESTABLISHED_UE,
218660214285,1,2,12,2,CONNECTION_ESTABLISHED_ENB,
219209554232,1,2,12,1,HANDOVER_TRIGGERED_ENB,
219209554393,1,2,12,1,HANDOVER_START_ENB,
219209554393,1,2,12,1,HANDOVER_START_UE,
219213214285,1,1,13,1,HANDOVER_OK_UE,
219213214484,1,1,13,1,HANDOVER_OK_ENB,
221620214285,1,2,13,2,CONNECTION_ESTABLISHED_UE,
221620214285,1,2,13,2,CONNECTION_ESTABLISHED_ENB,
222196061254,1,2,13,1,HANDOVER_TRIGGERED_ENB,
222196061415,1,2,13,1,HANDOVER_START_ENB,
222196061415,1,2,13,1,HANDOVER_START_UE,
222200214285,1,1,14,1,HANDOVER_OK_UE,
222200214484,1,1,14,1,HANDOVER_OK_ENB,
344260214285,1,2,14,2,CONNECTION_ESTABLISHED_UE,
344260214285,1,2,14,2,CONNECTION_ESTABLISHED_ENB,
345203353728,1,2,14,1,HANDOVER_TRIGGERED_ENB,
345203353889,1,2,14,1,HANDOVER_START_ENB,
345203353889,1,2,14,1,HANDOVER_START_UE,
345207214285,1,1,15,1,HANDOVER_OK_UE,
345207214484,1,1,15,1,HANDOVER_OK_ENB,
347620214285,1,2,15,2,CONNECTION_ESTABLISHED_UE,
347620214285,1,2,15,2,CONNECTION_ESTABLISHED_ENB,
348178575863,1,2,15,1,HANDOVER_TRIGGERED_ENB,
348178576024,1,2,15,1,HANDOVER_START_ENB,
348178576024,1,2,15,1,HANDOVER_START_UE,
348182214285,1,1,16,1,HANDOVER_OK_UE,
348182214484,1,1,16,1,HANDOVER_OK_ENB,
350420214285,1,2,16,2,CONNECTION_ESTABLISHED_UE,
350420214285,1,2,16,2,CONNECTION_ESTABLISHED_ENB,
351205618738,1,2,16,1,HANDOVER_TRIGGERED_ENB,
351205618899,1,2,16,1,HANDOVER_START_ENB,
351205618899,1,2,16,1,HANDOVER_START_UE,
351209214285,1,1,17,1,HANDOVER_OK_UE,
351209214484,1,1,17,1,HANDOVER_OK_ENB,
353620214285,1,2,17,2,CONNECTION_ESTABLISHED_UE,
353620214285,1,2,17,2,CONNECTION_ESTABLISHED_ENB,
354202364404,1,2,17,1,HANDOVER_TRIGGERED_ENB,
354202364565,1,2,17,1,HANDOVER_START_ENB,
354202364565,1,2,17,1,HANDOVER_START_UE,
354206214285,1,1,18,1,HANDOVER_OK_UE,
354206214484,1,1,18,1,HANDOVER_OK_ENB,
356660214285,1,2,18,2,CONNECTION_ESTABLISHED_UE,
356660214285,1,2,18,2,CONNECTION_ESTABLISHED_ENB,
357181137393,1,2,18,1,HANDOVER_TRIGGERED_ENB,
357181137554,1,2,18,1,HANDOVER_START_ENB,
357181137554,1,2,18,1,HANDOVER_START_UE,
357185214285,1,1,19,1,HANDOVER_OK_UE,
357185214484,1,1,19,1,HANDOVER_OK_ENB,
359460214285,1,2,19,2,CONNECTION_ESTABLISHED_UE,
359460214285,1,2,19,2,CONNECTION_ESTABLISHED_ENB,
360178964064,1,2,19,1,HANDOVER_TRIGGERED_ENB,
360178964225,1,2,19,1,HANDOVER_START_ENB,
360178964225,1,2,19,1,HANDOVER_START_UE,
360182214285,1,1,20,1,HANDOVER_OK_UE,
360182214484,1,1,20,1,HANDOVER_OK_ENB,
362420214285,1,2,20,2,CONNECTION_ESTABLISHED_UE,
362420214285,1,2,20,2,CONNECTION_ESTABLISHED_ENB,
363197352903,1,2,20,1,HANDOVER_TRIGGERED_ENB,
363197353064,1,2,20,1,HANDOVER_START_ENB,
363197353064,1,2,20,1,HANDOVER_START_UE,
363201214285,1,1,21,1,HANDOVER_OK_UE,
363201214484,1,1,21,1,HANDOVER_OK_ENB,
365620214285,1,2,21,2,CONNECTION_ESTABLISHED_UE,
365620214285,1,2,21,2,CONNECTION_ESTABLISHED_ENB,
366214114455,1,2,21,1,HANDOVER_TRIGGERED_ENB,
366214114616,1,2,21,1,HANDOVER_START_ENB,
366214114616,1,2,21,1,HANDOVER_START_UE,
366218214285,1,1,22,1,HANDOVER_OK_UE,
366218214484,1,1,22,1,HANDOVER_OK_ENB,
368660214285,1,2,22,2,CONNECTION_ESTABLISHED_UE,
368660214285,1,2,22,2,CONNECTION_ESTABLISHED_ENB,
369203675490,1,2,22,1,HANDOVER_TRIGGERED_ENB,
369203675651,1,2,22,1,HANDOVER_START_ENB,
369203675651,1,2,22,1,HANDOVER_START_UE,
369207214285,1,1,23,1,HANDOVER_OK_UE,
369207214484,1,1,23,1,HANDOVER_OK_ENB,
371620214285,1,2,23,2,CONNECTION_ESTABLISHED_UE,
371620214285,1,2,23,2,CONNECTION_ESTABLISHED_ENB,
372192483723,1,2,23,1,HANDOVER_TRIGGERED_ENB,
372192483884,1,2,23,1,HANDOVER_START_ENB,
372192483884,1,2,23,1,HANDOVER_START_UE,
372196214285,1,1,24,1,HANDOVER_OK_UE,
372196214484,1,1,24,1,HANDOVER_OK_ENB,
494260214285,1,2,24,2,CONNECTION_ESTABLISHED_UE,
494260214285,1,2,24,2,CONNECTION_ESTABLISHED_ENB,
507197567226,1,2,24,1,HANDOVER_TRIGGERED_ENB,
507197567387,1,2,24,1,HANDOVER_START_ENB,
507197567387,1,2,24,1,HANDOVER_START_UE,
507201214285,1,1,25,1,HANDOVER_OK_UE,
507201214484,1,1,25,1,HANDOVER_OK_ENB,
509620214285,1,2,25,2,CONNECTION_ESTABLISHED_UE,
509620214285,1,2,25,2,CONNECTION_ESTABLISHED_ENB,
510176035734,1,2,25,1,HANDOVER_TRIGGERED_ENB,
510176035895,1,2,25,1,HANDOVER_START_ENB,
510176035895,1,2,25,1,HANDOVER_START_UE,
510180214285,1,1,26,1,HANDOVER_OK_UE,
510180214484,1,1,26,1,HANDOVER_OK_ENB,
512420214285,1,2,26,2,CONNECTION_ESTABLISHED_UE,
512420214285,1,2,26,2,CONNECTION_ESTABLISHED_ENB,
513172001077,1,2,26,1,HANDOVER_TRIGGERED_ENB,
513172001238,1,2,26,1,HANDOVER_START_ENB,
513172001238,1,2,26,1,HANDOVER_START_UE,
513176214285,1,1,27,1,HANDOVER_OK_UE,
513176214484,1,1,27,1,HANDOVER_OK_ENB,
515460214285,1,2,27,2,CONNECTION_ESTABLISHED_UE,
515460214285,1,2,27,2,CONNECTION_ESTABLISHED_ENB,
516192695206,1,2,27,1,HANDOVER_TRIGGERED_ENB,
516192695367,1,2,27,1,HANDOVER_START_ENB,
516192695367,1,2,27,1,HANDOVER_START_UE,
516196214285,1,1,28,1,HANDOVER_OK_UE,
516196214484,1,1,28,1,HANDOVER_OK_ENB,
518420214285,1,2,28,2,CONNECTION_ESTABLISHED_UE,
518420214285,1,2,28,2,CONNECTION_ESTABLISHED_ENB,
519173123842,1,2,28,1,HANDOVER_TRIGGERED_ENB,
519173124003,1,2,28,1,HANDOVER_START_ENB,
519173124003,1,2,28,1,HANDOVER_START_UE,
519177214285,1,1,29,1,HANDOVER_OK_UE,
519177214484,1,1,29,1,HANDOVER_OK_ENB,
521460214285,1,2,29,2,CONNECTION_ESTABLISHED_UE,
521460214285,1,2,29,2,CONNECTION_ESTABLISHED_ENB,
522170789032,1,2,29,1,HANDOVER_TRIGGERED_ENB,
522170789193,1,2,29,1,HANDOVER_START_ENB,
522170789193,1,2,29,1,HANDOVER_START_UE,
522174214285,1,1,30,1,HANDOVER_OK_UE,
522174214484,1,1,30,1,HANDOVER_OK_ENB,
